"","FinitePool_1","MediaExp_5","DemEdu","DemHealthcare","MediaExp_7","Longitude_3","Personal_7","MediaExp_3","Trustingroups_5","Personal_5","Ethnicmin","FinitePool_4","SARS","KnowledgeCert_2","Trustingroups_2","DemGen","COVIDexp","Longitude_2","quota_age","FinitePool_5","Trustingroups_4","Friends_7","Vaccine_2","COVIDeffect_4"
"1551","4","2","4","2","1","1","1","1","4","4","2","1","2","4","4","2","8","1","2","6","4","1","1","1"
"1552","6","1","5","2","1","1","1","1","4","1","2","1","2","2","4","1","8","2","2","7","4","1","1","1"
"1553","7","1","3","2","1","1","3","1","3","4","1","3","2","4","3","1","8","1","1","6","3","4","1","1"
"1554","4","1","4","2","1","1","1","1","2","3","1","1","2","5","4","1","8","2","2","7","4","1","1","1"
"1555","6","2","4","2","1","1","1","1","3","2","2","3","2","3","3","2","8","2","6","2","3","1","1","1"
"1556","4","1","5","2","1","2","1","1","1","2","2","1","2","5","4","1","8","3","2","5","4","1","1","1"
"1557","5","1","4","2","1","1","2","1","4","2","2","3","2","5","4","2","8","3","2","3","4","2","1","1"
"1558","7","1","4","2","1","1","1","1","2","1","2","1","2","5","3","1","8","1","3","7","3","1","1","1"
"1559","3","2","3","2","1","1","1","1","1","2","2","1","2","5","2","1","2","1","2","7","3","1","1","1"
"1560","1","1","4","2","1","1","4","1","3","2","2","6","2","3","4","1","8","1","4","7","3","6","2","1"
"1561","5","1","3","2","1","1","1","1","3","2","2","4","2","6","2","1","8","3","2","6","3","2","1","2"
"1562","7","1","5","2","1","1","1","1","2","2","1","1","2","5","2","2","8","2","2","6","3","1","1","1"
"1563","5","1","4","2","1","1","1","1","2","2","2","2","2","3","2","2","8","3","3","5","2","3","1","1"
"1564","7","1","4","2","2","1","1","1","2","1","2","1","2","3","2","1","8","1","1","3","3","1","1","1"
"1565","5","1","4","2","1","1","1","1","3","3","2","2","2","4","3","2","8","2","2","2","3","1","1","2"
"1566","6","1","4","2","2","1","2","1","1","2","2","2","2","4","4","2","8","2","4","7","2","2","1","1"
"1567","5","1","5","2","1","1","4","1","3","2","2","5","2","3","4","1","8","1","2","7","3","2","1","1"
"1568","3","2","5","2","2","1","1","1","2","2","2","1","2","4","3","1","8","1","3","7","3","1","1","1"
"1569","6","1","5","2","1","1","2","1","4","5","2","2","2","6","4","1","9","1","4","3","4","2","1","2"
"1570","5","2","4","2","1","2","1","1","2","1","2","5","2","3","1","1","8","4","4","5","4","2","1","1"
"1571","4","1","4","2","1","1","1","1","2","1","2","1","2","6","3","2","8","2","1","5","3","1","1","1"
"1572","2","1","5","2","1","1","2","1","2","2","2","2","2","6","3","2","8","2","4","5","3","1","1","1"
"1573","5","2","4","2","2","1","2","1","3","3","2","4","2","3","4","1","8","3","4","1","4","2","1","1"
"1574","6","2","3","2","1","1","1","1","2","3","1","1","2","3","3","1","2","4","4","5","3","1","1","6"
"1575","1","1","4","2","1","1","3","1","3","4","2","7","2","3","4","2","8","1","5","5","2","5","2","1"
"1576","7","2","3","2","1","1","2","1","1","3","2","3","2","7","1","1","3","1","1","4","2","3","2","1"
"1577","6","2","4","2","1","4","1","1","2","5","2","1","2","3","3","1","8","5","5","1","3","1","1","1"
"1578","3","1","3","2","1","1","1","1","2","7","1","1","2","3","2","2","3","4","3","5","3","1","1","1"
"1579","1","1","3","2","1","5","2","1","2","4","2","5","2","3","3","2","8","6","5","5","3","2","1","1"
"1580","7","2","4","2","1","1","1","1","4","6","2","2","2","6","4","2","3","3","3","6","5","1","1","1"
"1581","7","1","3","2","2","1","1","1","1","4","1","1","2","6","1","1","8","1","1","2","4","1","1","1"
"1582","1","2","4","2","1","4","1","1","1","1","1","1","2","5","3","1","8","4","4","1","3","1","1","1"
"1583","6","1","1","2","1","2","1","1","3","4","2","1","2","6","5","1","8","3","2","4","4","1","1","1"
"1584","7","1","3","2","1","2","1","1","2","3","1","1","2","6","2","2","8","3","1","7","3","1","1","1"
"1585","1","1","5","2","1","1","1","1","3","1","2","1","2","4","3","2","8","1","3","1","3","1","2","1"
"1586","7","2","1","2","1","1","1","1","3","3","2","1","2","5","3","1","8","2","4","5","4","1","1","1"
"1587","7","1","4","2","1","1","1","1","2","3","1","1","2","3","2","1","8","1","3","7","3","1","1","1"
"1588","1","1","2","2","1","1","2","1","3","2","2","4","2","3","3","1","8","1","4","5","3","2","1","1"
"1589","7","2","3","2","1","2","1","1","5","1","2","1","2","3","5","2","8","5","2","1","5","1","1","1"
"1590","7","1","3","2","1","1","1","1","3","2","1","1","2","5","3","1","2","3","1","6","5","1","1","1"
"1591","1","1","3","2","1","1","2","1","2","1","2","5","2","6","4","1","9","1","4","4","3","2","1","1"
"1592","7","2","3","2","2","1","1","1","2","1","1","4","2","5","3","2","8","2","1","7","3","1","1","1"
"1593","5","1","5","2","1","2","1","1","3","1","2","2","2","6","3","2","8","4","2","6","3","1","1","1"
"1594","3","1","4","2","1","1","1","1","1","1","2","4","2","3","2","2","8","1","3","4","3","6","2","5"
"1595","5","1","9","2","1","1","1","1","3","2","2","3","2","6","3","1","8","1","3","6","3","2","1","1"
"1596","2","2","9","2","1","1","1","1","1","4","2","3","2","5","1","1","8","1","4","7","3","3","1","1"
"1597","1","1","3","2","1","1","1","1","2","1","2","4","2","3","4","1","8","1","5","6","4","1","1","1"
"1598","4","2","4","2","1","2","4","1","3","5","1","4","2","5","3","1","9","3","3","6","3","4","2","1"
"1599","5","2","3","2","1","1","1","1","4","3","2","1","2","5","3","1","8","2","5","2","4","1","1","1"
"1600","7","1","4","2","2","1","5","1","3","3","2","3","2","6","3","2","8","2","3","2","4","4","1","1"
"1601","7","1","3","2","1","1","1","1","3","6","2","1","2","2","3","2","8","5","1","7","4","1","1","1"
"1602","4","1","4","2","1","3","3","1","3","4","1","4","2","6","3","1","8","4","4","3","4","3","1","3"
"1603","1","1","4","2","1","1","1","1","2","4","1","1","2","3","3","2","8","2","3","6","3","1","1","1"
"1604","7","1","4","2","1","1","1","1","1","3","2","2","2","7","3","1","8","2","2","6","4","1","1","1"
"1605","5","2","3","2","2","1","1","1","2","1","1","2","2","6","3","2","8","1","2","3","3","2","2","1"
"1606","3","1","5","2","1","1","1","1","2","2","2","2","2","5","2","2","8","2","2","3","2","1","1","1"
"1607","6","1","4","2","1","1","1","1","1","1","2","4","2","7","3","1","9","1","4","1","3","1","2","1"
"1608","6","2","4","2","1","2","1","1","3","1","2","6","2","3","4","2","8","4","5","2","4","1","1","1"
"1609","7","1","4","2","1","2","3","1","2","5","1","3","2","7","3","2","8","4","4","7","3","2","1","1"
"1610","4","1","4","2","1","5","1","1","2","2","2","2","2","7","4","2","8","7","1","6","3","1","1","1"
"1611","3","1","4","2","1","2","6","1","3","6","1","1","2","7","3","1","8","4","2","6","3","6","1","6"
"1612","2","2","3","2","1","7","2","1","2","2","2","2","2","3","2","1","8","7","5","6","2","1","1","1"
"1613","7","1","5","2","1","3","3","1","2","4","2","3","2","3","2","2","8","5","4","5","3","3","1","1"
"1614","6","1","4","2","1","1","1","1","3","2","2","1","2","6","2","1","8","3","2","6","3","1","1","1"
"1615","6","1","5","2","1","2","3","1","4","2","2","3","2","4","4","1","8","4","4","6","4","2","1","3"
"1616","7","2","4","2","1","3","1","2","3","1","2","3","2","4","4","1","8","4","6","6","4","1","1","1"
"1617","6","1","4","2","1","2","2","1","2","3","2","3","2","5","4","1","8","3","2","3","3","3","1","3"
"1618","3","1","5","2","1","5","1","1","3","1","1","3","2","3","3","1","8","5","5","2","3","1","1","1"
"1619","6","1","4","2","1","2","4","1","3","5","1","2","2","3","4","1","8","2","1","5","4","4","1","1"
"1620","2","1","9","2","1","1","2","1","2","3","2","2","2","6","4","2","8","1","4","3","4","2","1","1"
"1621","7","1","4","2","1","3","1","1","3","1","2","4","2","3","3","2","8","5","1","7","4","3","1","1"
"1622","5","1","4","2","1","1","2","1","2","2","2","4","2","5","4","1","8","1","3","6","2","2","1","1"
"1623","5","1","4","2","1","1","2","1","1","3","2","6","2","6","3","2","8","3","2","3","2","2","2","1"
"1624","6","1","4","2","1","2","1","1","3","2","2","1","2","4","4","2","8","3","4","6","4","1","1","1"
"1625","7","1","4","2","1","4","1","1","3","4","2","7","2","6","4","2","8","7","2","7","5","4","1","1"
"1626","5","2","4","2","1","1","1","1","1","4","1","3","2","1","3","1","8","2","2","1","3","1","2","1"
"1627","6","1","4","2","1","1","1","1","3","2","2","1","2","3","3","1","8","2","3","1","4","1","1","1"
"1628","7","1","3","2","1","1","1","1","2","1","1","1","2","4","4","1","8","1","3","3","5","1","1","1"
"1629","2","1","5","2","1","1","7","1","3","3","1","1","2","2","4","1","2","3","2","7","4","5","1","1"
"1630","7","1","3","2","1","1","1","1","2","2","2","1","2","4","4","2","8","2","2","7","4","1","1","1"
"1631","6","2","4","2","1","1","1","1","3","2","2","2","2","5","4","1","8","2","4","1","4","2","1","1"
"1632","6","2","3","2","1","1","1","1","2","4","2","2","2","3","3","1","9","4","3","6","3","1","1","1"
"1633","6","1","5","2","1","1","3","1","3","3","2","4","2","5","3","1","8","1","5","6","3","1","1","1"
"1634","6","1","3","2","1","1","1","1","2","2","1","1","2","5","2","2","8","1","1","3","3","1","1","1"
"1635","2","2","5","2","1","1","1","1","3","1","2","2","2","7","4","2","8","2","6","5","4","1","2","1"
"1636","5","1","4","1","1","1","1","2","2","2","2","3","2","3","3","2","8","3","2","7","1","1","1","1"
"1637","6","1","4","2","1","4","4","1","3","5","2","4","2","6","4","1","9","7","2","6","4","3","1","1"
"1638","5","2","3","2","1","3","1","1","3","1","2","2","2","6","4","3","8","4","3","6","4","1","1","1"
"1639","7","1","4","2","1","1","1","1","3","5","2","1","2","5","3","1","8","2","5","5","3","1","1","1"
"1640","7","1","5","2","1","3","4","1","2","2","2","7","2","3","4","2","8","4","2","7","4","2","1","1"
"1641","4","2","4","2","1","1","2","1","3","3","2","2","2","4","3","2","8","1","3","5","3","2","1","1"
"1642","7","2","9","2","1","1","1","1","2","4","1","1","2","5","4","2","8","2","3","7","4","1","1","1"
"1643","5","1","5","1","1","1","1","1","1","5","1","1","2","2","2","1","8","1","2","1","4","1","1","1"
"1644","4","1","3","2","1","1","1","1","3","1","2","1","2","3","3","1","8","2","2","7","3","1","1","1"
"1645","7","1","5","2","1","1","1","1","3","1","2","1","2","5","4","1","8","2","3","5","5","1","1","1"
"1646","5","1","4","2","1","1","1","1","3","1","2","4","2","4","3","1","9","5","5","7","3","1","1","1"
"1647","7","2","3","2","2","1","2","1","1","2","1","5","2","5","2","2","8","1","2","7","2","2","1","1"
"1648","1","2","5","2","1","1","7","1","1","3","2","7","2","5","4","2","8","2","6","2","3","7","1","1"
"1649","5","1","5","2","1","2","1","1","2","1","1","3","2","5","2","1","8","3","4","3","3","2","1","1"
"1650","3","2","4","2","2","1","1","1","1","7","1","1","2","6","1","1","8","1","4","6","3","1","1","1"
"1651","2","1","4","2","2","1","4","1","1","4","2","2","2","7","2","2","8","1","3","2","1","2","1","1"
"1652","1","2","4","2","1","1","1","1","2","2","2","1","2","6","3","2","8","2","2","2","3","1","1","1"
"1653","2","2","4","2","1","1","6","1","3","4","2","5","2","6","4","2","8","2","4","6","3","5","1","1"
"1654","7","1","5","2","1","3","1","1","2","3","2","4","2","5","4","2","8","4","3","7","4","2","1","1"
"1655","7","1","4","2","1","1","1","1","4","7","1","1","2","6","5","1","8","2","3","7","4","1","1","1"
"1656","2","2","3","2","1","1","1","1","2","1","2","5","2","5","3","1","8","3","5","3","3","1","2","1"
"1657","5","2","3","2","1","2","1","1","2","2","2","3","2","4","3","1","8","3","5","4","2","1","1","1"
"1658","5","2","3","1","1","1","3","1","1","5","1","4","2","5","3","1","8","1","2","7","3","3","2","1"
"1659","5","1","3","2","1","1","1","1","2","3","2","1","2","6","2","1","8","1","2","5","3","1","1","1"
"1660","4","1","3","2","1","4","4","1","2","4","2","4","2","4","4","2","8","4","2","4","3","4","1","1"
"1661","6","2","3","2","1","1","4","1","2","5","1","4","2","3","3","2","8","1","3","6","3","4","2","1"
"1662","6","2","5","2","1","3","3","1","2","2","2","2","2","5","4","2","8","5","6","1","4","2","1","1"
"1663","7","2","4","2","1","4","1","1","2","1","1","1","2","6","4","1","2","6","3","6","4","1","1","1"
"1664","7","1","3","2","1","2","3","1","2","4","2","1","2","5","2","2","8","2","2","1","2","3","1","1"
"1665","4","1","3","2","1","4","1","1","3","3","2","1","2","6","4","2","8","4","3","5","4","1","2","1"
"1666","7","1","4","2","1","1","2","1","2","2","2","2","2","5","4","2","8","3","6","2","3","4","1","1"
"1667","6","1","3","2","2","2","3","1","1","2","2","5","2","7","3","2","8","2","1","2","2","2","1","3"
"1668","3","1","3","2","1","5","2","1","2","6","2","2","2","3","4","1","8","6","6","6","4","2","2","1"
"1669","7","1","5","2","1","2","1","1","4","1","2","2","2","2","5","2","8","5","6","2","4","1","1","1"
"1670","6","2","4","2","1","1","1","1","3","1","2","2","2","3","4","1","8","1","3","7","4","1","1","1"
"1671","7","1","3","2","1","1","1","1","1","4","4","1","2","3","3","1","8","3","1","7","5","4","1","1"
"1672","6","1","5","2","1","1","1","1","4","1","2","2","2","5","4","1","8","1","5","7","4","2","2","1"
"1673","7","2","4","2","1","1","4","1","2","5","2","5","2","4","4","1","8","1","6","5","4","3","1","1"
"1674","4","1","3","2","2","1","2","1","2","3","2","5","2","4","3","1","8","2","5","6","3","4","1","1"
"1675","7","2","4","2","1","1","1","1","3","1","2","1","2","7","4","2","2","1","4","6","4","1","1","1"
"1676","7","2","5","2","2","1","1","1","4","7","2","1","2","6","4","2","8","1","4","7","4","1","1","1"
"1677","6","2","4","2","1","3","1","1","3","4","2","2","2","6","3","2","8","5","6","6","4","1","1","2"
"1678","7","1","4","2","1","1","1","1","4","2","2","2","2","6","5","2","8","1","2","4","5","1","1","1"
"1679","6","1","9","2","1","1","1","1","3","2","2","1","2","3","4","2","8","2","4","4","4","1","1","1"
"1680","6","1","3","2","1","3","2","1","2","3","2","3","2","7","4","2","9","4","3","3","3","2","1","1"
"1681","6","2","4","2","1","4","1","1","4","1","2","2","2","5","4","1","8","5","3","6","4","1","1","1"
"1682","4","1","4","2","1","2","2","1","4","6","1","2","2","3","4","2","8","4","2","4","4","4","1","1"
"1683","5","2","3","2","1","5","2","1","3","4","2","3","2","6","3","2","8","6","2","4","3","2","1","1"
"1684","7","1","3","2","1","1","1","1","2","2","2","1","2","6","4","2","9","2","1","5","4","1","1","1"
"1685","6","1","5","2","2","1","6","1","2","5","2","7","2","3","4","1","8","1","6","5","2","7","2","1"
"1686","7","1","4","2","1","2","2","1","3","4","2","3","2","6","4","2","8","4","2","5","4","3","1","1"
"1687","7","1","5","2","1","3","1","1","3","1","2","1","2","7","3","1","8","5","4","7","3","1","1","1"
"1688","1","1","5","2","2","2","1","1","4","1","2","1","2","3","5","2","8","4","5","6","5","1","1","1"
"1689","5","2","3","2","1","1","1","1","2","1","2","1","2","5","4","2","8","3","3","2","3","1","1","1"
"1690","6","1","4","2","1","2","2","1","3","2","2","3","2","5","4","2","8","3","3","5","4","2","1","1"
"1691","2","1","3","2","1","1","2","1","3","3","2","3","2","3","4","2","8","1","4","3","3","2","1","1"
"1692","7","1","4","2","1","2","1","1","3","4","2","4","2","7","4","2","8","4","4","6","3","3","1","1"
"1693","3","1","3","2","1","1","5","1","1","5","2","6","2","7","2","2","8","3","4","6","3","5","1","1"
"1694","6","1","4","2","1","1","1","1","4","1","2","3","2","2","3","2","8","1","3","3","4","1","1","1"
"1695","4","1","4","2","1","2","2","1","3","3","2","5","2","5","3","1","8","4","3","6","3","2","1","1"
"1696","7","1","5","2","1","2","1","1","3","2","1","1","2","7","3","1","8","5","2","7","3","1","1","1"
"1697","7","1","4","2","1","3","3","1","2","4","2","2","2","3","4","2","3","4","2","7","4","2","1","2"
"1698","2","1","4","2","1","1","1","1","3","1","2","2","2","5","3","2","8","2","3","3","3","2","1","1"
"1699","3","1","4","2","1","2","1","1","3","1","2","6","2","6","4","2","8","2","5","1","3","6","1","1"
"1700","7","2","3","2","1","2","1","1","2","2","2","2","2","3","4","2","8","4","2","5","3","1","1","1"
"1701","7","1","4","2","1","1","1","1","3","3","2","1","2","3","5","2","8","3","2","4","5","3","1","1"
"1702","6","1","4","2","1","2","1","1","4","4","2","1","2","2","4","2","9","3","3","6","3","1","1","1"
"1703","4","2","4","2","1","4","1","1","2","1","2","4","2","5","5","2","8","5","6","2","2","1","1","1"
"1704","6","1","5","2","2","1","2","1","1","1","2","2","2","5","3","2","8","2","4","4","2","2","1","1"
"1705","6","1","3","2","1","2","1","1","4","1","2","1","2","7","4","2","8","4","5","5","4","1","1","1"
"1706","7","2","4","2","1","2","2","1","3","2","2","6","2","6","4","2","8","4","6","7","4","2","1","1"
"1707","7","2","9","2","1","2","3","1","3","5","2","3","2","5","3","1","8","4","5","6","3","3","1","1"
"1708","4","2","3","2","2","1","1","1","3","1","2","4","2","4","3","2","8","3","5","6","3","3","2","7"
"1709","2","1","4","2","1","1","1","1","4","1","2","1","2","5","4","1","8","2","3","4","4","1","1","1"
"1710","7","1","5","2","2","1","1","1","1","4","2","2","2","3","2","2","8","2","6","6","4","2","1","1"
"1711","5","1","4","2","2","1","1","1","4","2","2","1","2","5","4","1","8","2","4","6","5","4","1","1"
"1712","7","1","9","1","1","5","1","1","5","4","2","1","2","6","5","2","8","7","5","7","5","1","1","1"
"1713","6","2","4","2","1","1","1","1","3","1","2","3","2","2","4","1","8","1","6","3","4","1","1","1"
"1714","6","1","4","2","1","1","5","1","3","7","2","2","1","5","3","2","8","3","3","6","5","3","1","2"
"1715","7","1","3","2","1","1","1","1","4","1","2","2","2","5","4","1","8","1","2","3","4","1","1","1"
"1716","7","2","4","2","1","1","1","1","4","6","1","1","2","3","4","1","9","4","4","4","4","1","1","1"
"1717","2","1","4","2","1","1","1","1","4","1","2","2","2","6","4","1","8","2","3","3","4","1","1","1"
"1718","5","2","4","2","2","4","5","1","3","4","2","1","2","2","4","2","8","5","4","5","4","5","1","4"
"1719","1","1","4","2","1","1","1","2","3","1","2","7","2","2","2","1","8","1","3","5","5","1","2","1"
"1720","7","1","5","2","1","3","2","1","3","5","2","1","2","4","4","2","8","3","4","5","3","1","1","1"
"1721","6","1","9","2","1","5","7","1","3","6","1","5","2","4","4","2","8","7","3","6","4","7","1","5"
"1722","7","1","4","2","1","1","1","1","4","2","2","1","2","2","4","1","8","1","5","5","4","1","1","1"
"1723","7","2","4","2","2","1","2","1","3","3","2","1","2","4","4","1","8","3","5","5","4","2","1","1"
"1724","5","2","3","2","1","1","2","1","3","2","2","4","2","5","3","1","8","1","3","3","3","2","1","1"
"1725","6","2","4","2","1","1","3","1","3","5","2","2","2","3","3","2","8","2","5","2","5","3","1","1"
"1726","7","1","4","2","1","3","2","1","3","7","2","2","2","5","3","1","8","3","2","5","3","5","1","1"
"1727","6","1","5","2","1","4","1","1","3","4","2","2","2","3","4","2","8","5","4","5","4","1","1","1"
